onset	duration	"“text"""	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	590	1620367	0.0-24.0	beast_fmri_test	273	1609491,/,1610171,/,1610850,/,1611530,/,1612210,/,1612890,/,1613569,/,1614249,/,1614927,/,1615608,/,1616288,/,1616966,/,1617646,/,1618327,/,1619006,/,1619686,/,1620366,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox""><p class = ""block-text"">Your delay is 3 trials.</p><p class = block-text>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11378	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	591	1620869	0.0-25.0-0.0	beast_fmri_test	273	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10134.256980891572	temp_go_duration	n/a	-1	-1	2750	1246.74301911	stim	stop-signal	592	1623622	0.0-25.0-1.0	beast_fmri_test	273	1621046,/,1621725,/,1622405,/,1623084,/,1623765,/,1624445,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	-1	-1	2750	1246.74301911	stim	stop-signal	592	1623622	0.0-25.0-1.0	beast_fmri_test	273	1621046,/,1621725,/,1622405,/,1623084,/,1623765,/,1624445,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	stop_stim
12884.256980891572	1246.7430191083802	n/a	-1	-1	2750	1246.74301911	stim	stop-signal	592	1623622	0.0-25.0-1.0	beast_fmri_test	273	1621046,/,1621725,/,1622405,/,1623084,/,1623765,/,1624445,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	0.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	ITI
15941	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	593	1625432	0.0-25.1-0.1	beast_fmri_test	273	1625124,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15363.377425765386	temp_go_duration	n/a	-1	-1	2750	577.622574235	stim	stop-signal	594	1628182	0.0-25.1-1.1	beast_fmri_test	273	1625804,/,1626484,/,1627164,/,1627843,/,1628521,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	-1	-1	2750	577.622574235	stim	stop-signal	594	1628182	0.0-25.1-1.1	beast_fmri_test	273	1625804,/,1626484,/,1627164,/,1627843,/,1628521,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	stop_stim
18113.377425765386	577.62257423455321	n/a	-1	-1	2750	577.622574235	stim	stop-signal	594	1628182	0.0-25.1-1.1	beast_fmri_test	273	1625804,/,1626484,/,1627164,/,1627843,/,1628521,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	-1.0	3.0	1.0	stop	temp-non-target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	1.0	n/a	n/a	ITI
19834	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	595	1629325	0.0-25.2-0.2	beast_fmri_test	273	1629203,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
19770.672572507057	2750	n/a	-1	-1	2750	64.3274274929	stim	stop-signal	596	1632076	0.0-25.2-1.2	beast_fmri_test	273	1629882,/,1630561,/,1631240,/,1631920,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	T	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	n/a	n/a	n/a	go_stim
22520.672572507057	64.327427492898281	n/a	-1	-1	2750	64.3274274929	stim	stop-signal	596	1632076	0.0-25.2-1.2	beast_fmri_test	273	1629882,/,1630561,/,1631240,/,1631920,/	t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	go	-1.0	3.0	2.0	go	temp-non-target	T	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	0.0	n/a	n/a	n/a	ITI
23213	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	597	1632704	0.0-25.3-0.3	beast_fmri_test	273	1632600,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
22514.889806609601	2750	n/a	866	71	2750	700.11019339	stim	stop-signal	598	1635456	0.0-25.3-1.3	beast_fmri_test	273	1633279,/,1633958,/,1634640,/,1635320,/,1635999,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2050.0	3.0	3.0	go	non-target	B	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	1.0	n/a	700.0	1.0	go_stim
25264.889806609601	700.11019339040661	n/a	866	71	2750	700.11019339	stim	stop-signal	598	1635456	0.0-25.3-1.3	beast_fmri_test	273	1633279,/,1633958,/,1634640,/,1635320,/,1635999,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	go	2050.0	3.0	3.0	go	non-target	B	89,Middle Finger	71,Index Finger	600.0	700.0	2200.0	2050.0	1.0	n/a	700.0	1.0	ITI
27243	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	599	1636734	0.0-25.4-0.4	beast_fmri_test	273	1636678,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
26465.59069822426	600.0	n/a	793	89	2750	779.409301776	stim	stop-signal	600	1639486	0.0-25.4-1.4	beast_fmri_test	273	1637358,/,1638038,/,1638718,/,1639398,/,1640078,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2150.0	3.0	4.0	stop	target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2150.0	2050.0	0.0	0.0	600.0	n/a	go_stim
28615.59069822426	2150.0	n/a	793	89	2750	779.409301776	stim	stop-signal	600	1639486	0.0-25.4-1.4	beast_fmri_test	273	1637358,/,1638038,/,1638718,/,1639398,/,1640078,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2150.0	3.0	4.0	stop	target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2150.0	2050.0	0.0	0.0	600.0	n/a	stop_stim
29215.59069822426	779.40930177584232	n/a	793	89	2750	779.409301776	stim	stop-signal	600	1639486	0.0-25.4-1.4	beast_fmri_test	273	1637358,/,1638038,/,1638718,/,1639398,/,1640078,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	stop	2150.0	3.0	4.0	stop	target	P	89,Middle Finger	71,Index Finger	600.0	700.0	2150.0	2050.0	0.0	0.0	600.0	n/a	ITI
31353	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	601	1640844	0.0-25.5-0.5	beast_fmri_test	273	1640757,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
30695.785686213523	700.0	n/a	914	71	2750	660.214313786	stim	stop-signal	602	1643597	0.0-25.5-1.5	beast_fmri_test	273	1641437,/,1642116,/,1642796,/,1643476,/,1644155,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	89,71	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	2050.0	3.0	5.0	stop	non-target	B	89,Middle Finger	71,Index Finger	550.0	700.0	2150.0	2050.0	0.0	0.0	700.0	n/a	go_stim
