onset	duration	ttttttttttttttttttt	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	6	84382	0.0-6.0	beast_fmri_test	386	73501,/,74180,/,74859,/,75540,/,76219,/,76899,/,77579,/,78259,/,78939,/,79619,/,80300,/,80980,/,81660,/,82340,/,83020,/,83700,/,84380,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11382	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	7	84883	0.0-7.0-0.0	beast_fmri_test	386	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
10243.049352000002	2750	n/a	790	89	2750	1142.950648	stim	stop-signal	8	87637	0.0-7.0-1.0	beast_fmri_test	386	85060,/,85739,/,86420,/,87100,/,87780,/,88460,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	go_stim
12993.049352000002	1142.950648	n/a	790	89	2750	1142.950648	stim	stop-signal	8	87637	0.0-7.0-1.0	beast_fmri_test	386	85060,/,85739,/,86420,/,87100,/,87780,/,88460,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	V	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	n/a	n/a	n/a	ITI
15783	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	9	89284	0.0-7.1-0.1	beast_fmri_test	386	89140,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
15114.680440600001	temp_go_duration	n/a	655	89	2750	669.3195594	stim	stop-signal	10	92035	0.0-7.1-1.1	beast_fmri_test	386	89819,/,90499,/,91180,/,91859,/,92539,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	655	89	2750	669.3195594	stim	stop-signal	10	92035	0.0-7.1-1.1	beast_fmri_test	386	89819,/,90499,/,91180,/,91859,/,92539,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	stop_stim
17864.680440600001	669.3195594	n/a	655	89	2750	669.3195594	stim	stop-signal	10	92035	0.0-7.1-1.1	beast_fmri_test	386	89819,/,90499,/,91180,/,91859,/,92539,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/B.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redB.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	B	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	0.0	0.0	0.0	n/a	n/a	ITI
19707	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	11	93208	0.0-7.2-0.2	beast_fmri_test	386	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
17740.107740000007	500.0	n/a	735	89	2750	1967.89226	stim	stop-signal	12	95959	0.0-7.2-1.2	beast_fmri_test	386	93219,/,93900,/,94579,/,95260,/,95939,/,96619,/,97300,/	t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/T.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redT.png'></img>	stop	2250.0	2.0	2.0	stop	non-target	T	71,Index Finger	89,Middle Finger	500.0	500.0	0.0	2250.0	0.0	0.0	500.0	n/a	go_stim
