onset	duration	ttttttttttttttttttt	rt	key_press	block_duration	timing_post_trial	trial_id	trial_type	trial_index	time_elapsed	internal_node_id	exp_id	subject_id	trigger_times	triggers	stimulus	possible_responses	stim_duration	exp_stage	SS_stimulus	SS_trial_type	SS_duration	load	trial_num	stop_trial_type	adaptive_trial_type	stim	yes_response_key	no_response_key	SSD_target	SSD_non_target	SSTarget	SSNonTarget	go_acc	stop_acc	SS_delay	adaptive_acc	new_trial_type
test	10880	n/a	-1	-1	10880	0.0	practice-no-stop-feedback	poldrack-single-stim	394	1086186	0.0-18.0	beast_fmri_test	386	1075306,/,1075984,/,1076664,/,1077344,/,1078024,/,1078704,/,1079384,/,1080064,/,1080744,/,1081424,/,1082104,/,1082785,/,1083464,/,1084144,/,1084824,/,1085504,/,1086184,/	t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t,t	"<div class = ""centerbox2_2""><p class = ""block-text2"">Your delay is 2 trials.</p><p class = block-text2>Please wait for the scanner to start the block</p></div>"	77	10880.0	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	start_functional_block
11382	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	395	1086688	0.0-19.0-0.0	beast_fmri_test	386	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
9117.2344690000173	2750	n/a	881	89	2750	2266.765531	stim	stop-signal	396	1089440	0.0-19.0-1.0	beast_fmri_test	386	1086864,/,1087544,/,1088224,/,1088904,/,1089584,/,1090264,/,1090944,/,1091624,/	t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	n/a	n/a	n/a	go_stim
11867.234469000017	2266.765531	n/a	881	89	2750	2266.765531	stim	stop-signal	396	1089440	0.0-19.0-1.0	beast_fmri_test	386	1086864,/,1087544,/,1088224,/,1088904,/,1089584,/,1090264,/,1090944,/,1091624,/	t,t,t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/P.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redP.png'></img>	go	-1.0	2.0	0.0	go	temp-non-target	P	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	n/a	n/a	n/a	ITI
16914	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	397	1092220	0.0-19.1-0.1	beast_fmri_test	386	n/a	n/a	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
16597.876189700095	temp_go_duration	n/a	694	89	2750	319.1238103	stim	stop-signal	398	1094973	0.0-19.1-1.1	beast_fmri_test	386	1092304,/,1092984,/,1093664,/,1094343,/,1095023,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	0.0	n/a	n/a	go_stim
temp-non-target	temp_stop_duration	n/a	694	89	2750	319.1238103	stim	stop-signal	398	1094973	0.0-19.1-1.1	beast_fmri_test	386	1092304,/,1092984,/,1093664,/,1094343,/,1095023,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	0.0	n/a	n/a	stop_stim
19347.876189700095	319.1238103	n/a	694	89	2750	319.1238103	stim	stop-signal	398	1094973	0.0-19.1-1.1	beast_fmri_test	386	1092304,/,1092984,/,1093664,/,1094343,/,1095023,/	t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/V.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redV.png'></img>	stop	-1.0	2.0	1.0	stop	temp-non-target	V	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	0.0	n/a	n/a	ITI
20501	500	n/a	-1	-1	500	0.0	fixation	poldrack-single-stim	399	1095807	0.0-19.2-0.2	beast_fmri_test	386	1095704,/	t	<div class = centerbox2><div class = fixation>+</div></div>	none	500.0	test	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	fixation
18990.726138999918	1000.0	n/a	722	89	2750	1513.273861	stim	stop-signal	400	1098560	0.0-19.2-1.2	beast_fmri_test	386	1096384,/,1097063,/,1097744,/,1098424,/,1099104,/,1099784,/	t,t,t,t,t,t	<img class = center src='/static/experiments/beast_fmri_test/images/D.png'></img>	71,89	2750.0	test	<img class = center src='/static/experiments/beast_fmri_test/images/redD.png'></img>	stop	1750.0	2.0	2.0	stop	non-target	D	71,Index Finger	89,Middle Finger	800.0	1000.0	2000.0	1750.0	0.0	0.0	1000.0	n/a	go_stim
